rank,symbol,name,exch_name,sector,industry,country,mcap_eur_m,price,currency,overall,fund_score,ai_score,pillar_quality,pillar_growth,pillar_balance,pillar_valuation,pe_ttm,pe_fwd,ev_ebitda,ev_rev,pb,ps,earnings_yield,fwd_earnings_yield,fcf_yield,div_yield,payout,analyst_upside,n_analysts,rec_key,roe,roa,gm,om,nm,rev_growth,eps_growth,nd_ebitda,net_cash_eur_m,debt_equity,current_ratio,rev_eur_m,employees,rev_emp_keur,insider_pct,beta,w52_change,adv_eur_k,coverage,ai_base,ai_note,dup_class
1271,WALL-B.ST,Wallenstam AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,2400.39372,41.64,SEK,44.1,46.5,39.6,63.7,35.5,9.6,52.1,10.1561,21.80105,30.885,18.676,0.8102,8.04711,0.09846,0.04587,0.0365,0.0132,0.1341,0.04227,5.0,hold,0.08374,0.01615,0.65421,0.57367,0.80796,0.009,,17.57739,-3170.45824,1.07468,0.014,298.29264,249,1197.96239,0.40468,1.393,-0.09162,2946.43042,0.92,40,Real estate — asset returns dominate; admin automation marginal,False
1272,PCELL.ST,PowerCell Sweden AB (publ),Stockholm,Industrials,Electrical Equipment & Parts,Sweden,103.52912,19.64,SEK,44.1,35.2,60.6,24.7,4.9,81.1,44.7,,-46.76191,-29.046,3.16,2.94144,3.19238,-0.11151,-0.02138,-0.05631,,0.0,0.45112,1.0,hold,-0.14372,-0.05287,0.43926,-0.77547,-0.1498,-0.367,,,0.58344,0.05005,2.049,32.43005,144,225.20871,0.13812,1.29,-0.45985,598.54274,0.83,60,"Electrical — electrification tailwind, moderate AI angle",False
1273,BULTEN.ST,Bulten AB (publ),Stockholm,Consumer Cyclical,Auto Parts,Sweden,98.35039,51.7,SEK,44.1,41.4,49.0,36.7,19.1,42.9,61.0,,4.12939,5.212,0.404,1.38228,0.22568,-0.00329,0.24217,0.07972,0.0592,0.0,0.25725,1.0,strong_buy,0.01934,0.02408,0.18636,0.07702,-0.21735,-0.072,,2.19035,-74.05198,1.26119,1.68,435.79185,569,765.89077,0.331,0.535,-0.0993,202.18819,0.92,58,"Auto supply — factory automation, EV/AI transition risk",False
1274,KLARA-B.ST,KlaraBo Sverige AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,182.81233,13.42,SEK,44.0,46.5,39.5,60.3,47.2,21.5,42.4,7.1383,12.78095,19.304,9.622,0.40925,2.76481,0.14009,0.07824,-0.18283,0.0186,0.133,0.51764,3.0,buy,0.05962,0.02103,0.55161,0.53386,0.3904,0.047,,13.75688,-453.37579,1.03716,1.043,66.12108,77,858.71536,0.37121,1.28,-0.14631,350.23789,0.92,40,Real estate — asset returns dominate; admin automation marginal,False
1275,FRACTL.ST,Fractal Gaming Group AB (publ),Stockholm,Technology,Computer Hardware,Sweden,37.28015,14.1,SEK,44.0,33.0,64.4,32.2,4.5,78.6,30.1,47.0,7.83333,14.504,0.548,1.00614,0.55921,0.02128,0.12766,-0.12233,0.0899,4.1667,0.513,3.0,none,0.01856,0.01223,0.38287,-0.0407,0.01066,-0.379,,-0.28404,0.71605,0.01468,1.564,66.66618,118,564.96763,0.77568,-0.362,-0.69904,33.28573,0.92,74,Hardware — AI demand pull plus design productivity,False
1276,SOLTEQ.HE,Solteq Oyj,Helsinki,Technology,Information Technology Services,Finland,5.27585,0.272,EUR,44.0,23.2,82.6,20.1,18.8,7.2,37.9,,6.8,-92.882,0.64,0.39883,0.11512,-0.44118,0.14706,-0.26197,,0.0,-0.00735,2.0,none,-0.16217,-0.00628,0.1658,-0.08942,-0.05101,-0.075,,,-24.075,1.86338,0.211,45.831,382,119.97644,0.29641,0.797,-0.58154,4.22878,0.83,90,IT services — delivery is labor-hours that AI directly automates,False
1277,GOTL-A.ST,Rederiaktiebolaget Gotland (publ),Stockholm,Industrials,Marine Shipping,Sweden,626.54144,276.5,SEK,43.9,42.0,47.4,24.0,38.5,94.9,38.9,,,8.717,1.124,1.31008,1.83959,-0.0009,,-0.03246,0.0075,0.5944,,,none,-0.00114,0.00239,0.23095,-0.27976,-0.00164,0.021,,-5.54817,243.74615,,3.34,340.58692,1500,227.05795,0.91988,-0.103,0.05534,8.69639,0.83,46,Shipping — routing helps at the margin; the ship is the cost,False
1278,AKTIA.HE,Aktia Pankki Oyj,Helsinki,Financial Services,Banks - Regional,Finland,813.70208,11.06,EUR,43.9,29.7,70.2,36.7,13.7,,32.2,276.50003,9.1405,,13.07,1.22739,2.98784,0.00362,0.1094,,0.0723,20.0,0.08499,1.0,none,0.00467,0.00031,0.0,0.29683,0.01346,-0.109,-0.345,,-2746.8,,,272.33798,845,322.29347,0.37451,0.344,0.1138,416.6855,0.58,82,"Banking — document-heavy processes, fraud/KYC, service automation",False
1279,NEPA.ST,Nepa AB (publ),Stockholm,Industrials,Specialty Business Services,Sweden,14.61057,20.5,SEK,43.9,26.1,77.0,15.5,15.9,31.3,42.5,,8.91304,-6.652,0.669,5.33437,0.74354,-0.13659,0.1122,-0.0453,0.0629,1.8923,,,none,-0.48331,-0.1233,0.17518,-0.08048,-0.1018,-0.098,,,1.46191,,1.018,19.64988,186,105.64451,0.33288,0.357,0.02757,18.54381,0.75,82,Business services — back-office process automation,False
1280,BXP,"BXP, Inc.",USA,Real Estate,REIT - Office,United States,10881.9795,69.85,USD,43.8,48.1,35.7,56.2,55.7,15.2,50.2,35.1005,34.08215,18.506,9.357,2.15128,3.94325,0.02849,0.02934,0.07556,0.0401,1.5477,0.01145,20.0,buy,0.05525,0.01675,0.56131,0.25675,0.10042,0.006,0.655,9.92396,-13847.78818,2.11994,0.979,2759.64961,826,3340.98016,0.00374,1.039,0.01217,92163.4898,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1281,ETR,Entergy Corporation,USA,Utilities,Utilities - Regulated Electric,United States,46163.88792,113.24,USD,43.8,43.6,44.2,57.8,50.0,18.1,35.5,28.88775,22.30113,15.053,6.22,2.98873,3.97648,0.03462,0.04484,-0.07406,0.0226,0.6327,0.0906,21.0,buy,0.10751,0.02766,0.46976,0.18648,0.13414,0.12,0.012,5.55284,-26635.95951,1.92883,0.957,11609.23521,12000,967.43627,0.00239,0.489,0.30116,354615.20455,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1282,XOM,ExxonMobil Holdings Corporation,USA,Energy,Oil & Gas Integrated,United States,533655.49684,147.36,USD,43.7,45.9,39.6,48.5,25.2,59.7,49.7,24.80808,13.94149,11.724,2.014,2.40113,1.87357,0.04031,0.07173,0.01904,0.028,0.6801,0.13263,21.0,buy,0.09873,0.04221,0.29768,0.06355,0.07765,0.026,-0.434,0.70038,-34271.75619,0.18261,1.036,284833.20905,57900,4919.39912,0.00085,0.162,0.36381,2183691.91866,1.0,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
1283,VICO.ST,Vicore Pharma Holding AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,289.87506,11.36,SEK,43.7,29.8,69.5,28.9,5.6,92.1,15.9,,-5.91667,,606.276,3.22727,906.75665,-0.16725,-0.16901,-0.07566,,0.0,1.59683,6.0,strong_buy,-0.47192,-0.28117,1.0,-205.1578,0.0,-0.325,,,96.05856,,12.688,0.31968,40,7.99209,0.12747,0.149,0.45641,737.6974,0.67,60,"Biotech — discovery upside, binary science risk dominates",False
1284,LCLEAN.ST,LifeClean International AB (publ),Stockholm,Consumer Defensive,Household & Personal Products,Sweden,3.39522,0.0324,SEK,43.7,36.8,56.6,18.6,5.3,73.1,60.8,3.24,-0.162,-0.953,0.504,0.98182,0.78244,0.30864,-6.17284,-0.38863,,0.0,,,none,-1.05177,-0.28142,0.43264,-0.40811,-0.66076,-0.339,,,1.20758,0.32213,2.466,4.33925,19,228.38141,0.14638,1.956,-0.75911,5.29551,0.83,55,Staples — marketing and supply-chain optimisation,False
1285,DE,Deere & Company,USA,Industrials,Farm & Heavy Construction Machinery,United States,140944.30888,597.24,USD,43.6,38.8,52.4,57.6,19.8,32.8,32.4,33.78054,26.17085,23.318,4.243,5.88257,3.40788,0.0296,0.03821,0.00681,0.0108,0.3671,0.08505,23.0,buy,0.18349,0.03828,0.25965,0.17479,0.10104,-0.111,-0.085,4.60216,-34636.09173,3.76022,2.213,41358.33894,73100,565.77755,0.00156,0.897,0.20353,654745.6065,1.0,60,Heavy equipment — autonomy retrofit is slow but real,False
1286,FNM.ST,Ferronordic AB (publ),Stockholm,Industrials,Industrial Distribution,Sweden,77.97847,59.2,SEK,43.6,37.4,55.2,29.7,20.0,21.7,65.7,,8.78338,5.933,0.628,0.63631,0.19169,-0.01959,0.11385,0.36585,,0.0,,,none,-0.01248,0.01379,0.17692,0.03191,-0.00379,-0.065,,4.12211,-177.47098,1.53476,0.932,406.7874,822,494.87518,0.66055,1.933,0.26902,68.0279,0.92,64,"Distribution — pricing, inventory and sales automation",False
1287,GJAB.ST,Gullberg & Jansson AB,Stockholm,Consumer Cyclical,Leisure,Sweden,9.97524,12.6,SEK,43.6,39.7,50.8,22.3,8.5,64.9,68.3,,,-30.138,0.534,1.01728,0.42096,-0.08651,,0.12585,,0.0,,,none,-0.08653,-0.01806,0.26815,-0.19443,-0.03647,-0.205,,,-2.68355,0.48739,2.173,23.69618,40,592.40456,0.60745,0.484,-0.11888,4.24843,0.83,58,Leisure — dynamic pricing and personalisation,False
1288,SAXG.ST,Saxlund Group AB (publ),Stockholm,Industrials,Pollution & Treatment Controls,Sweden,7.76493,11.9,SEK,43.6,37.5,54.9,38.9,8.1,68.8,39.7,44.07407,,8.825,0.395,1.55984,0.39124,0.02269,,-0.09633,,0.0,,,none,0.03662,0.03446,0.40604,-0.07254,0.00905,-0.216,,0.08812,-0.07831,0.18048,1.379,19.84711,71,279.53675,0.84845,0.267,0.60377,3.29837,0.92,55,Environmental services — monitoring automation,False
1289,EASY-B.ST,EasyFill AB ser. B,Stockholm,Industrials,Specialty Industrial Machinery,Sweden,2.42303,0.0885,SEK,43.6,36.3,57.1,14.7,68.9,23.1,46.5,,,-4.751,0.669,2.68182,0.50614,-0.56497,,,,0.0,,,none,-1.01872,-0.13634,0.2176,-0.15019,-0.2818,0.122,,,-0.78194,0.89573,0.643,4.78727,15,319.15166,,0.804,-0.38966,0.65716,0.75,62,Machinery — predictive maintenance and embedded software,False
1290,BAWAT.ST,Bawat Water Technologies AB,Stockholm,Industrials,Pollution & Treatment Controls,Denmark,9.3604,1.17,SEK,43.5,36.7,56.2,16.2,96.6,1.5,38.4,,,-10.315,7.401,-3.6,4.84046,-0.21368,,-0.15972,,0.0,,,none,,-0.25774,0.26018,-0.32951,-1.03633,1.243,,,-4.95142,,0.104,1.93378,12,161.14842,,1.562,0.67143,0.43469,0.67,55,Environmental services — monitoring automation,False
1291,AXOLOT.ST,Axolot Solutions Holding AB (publ),Stockholm,Industrials,Waste Management,Sweden,7.82177,0.292,SEK,43.5,38.0,53.8,27.3,4.5,92.1,45.9,,,-13.806,7.74,1.11877,8.94444,-0.06849,,-0.03598,,0.0,,,none,-0.08359,-0.05121,0.51182,-1.30254,-0.66729,-0.38,,,1.62724,,7.899,0.87448,3,291.49471,0.32313,-0.789,-0.4252,10.40721,0.75,52,Waste — route and sorting automation,False
1292,ESS,"Essex Property Trust, Inc.",USA,Real Estate,REIT - Residential,United States,17640.48227,292.93,USD,43.4,45.8,38.9,68.2,30.6,14.8,45.3,32.98761,47.87111,20.203,13.139,3.46572,10.26975,0.03031,0.02089,0.04869,0.0354,1.1586,-0.00083,24.0,hold,0.10558,0.03174,0.68883,0.35173,0.29132,0.064,-0.478,5.33035,-5954.54707,1.21856,0.3,1717.71349,1686,1018.8099,0.00733,0.715,0.02782,123991.06773,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1293,BRIN-B.ST,Brinova Fastigheter AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,269.23099,12.9,SEK,43.4,45.3,40.0,60.9,42.3,6.1,48.6,14.33333,7.41379,21.557,12.924,0.40695,2.75009,0.06977,0.13488,0.02438,,0.0,,,none,0.02485,0.02104,0.64114,0.61323,0.16591,0.032,,16.97012,-996.03092,1.52502,0.057,97.89908,96,1019.78204,0.7955,,-0.25,42.17455,0.92,40,Real estate — asset returns dominate; admin automation marginal,False
1294,MTI.ST,MTI Investment AB (publ),Stockholm,Financial Services,Asset Management,Sweden,1.1322,0.6,SEK,43.4,26.4,75.0,29.6,,11.0,30.5,,,-1.193,20.919,4.10959,42.7198,-0.56667,,-0.36958,,0.0,,,none,-0.98881,-0.1068,-0.14871,0.73938,0.0,,,,0.35354,,0.569,0.0265,14,1.89307,0.35373,0.628,-0.35829,0.34811,0.67,80,Asset management — research and back-office automation,False
1295,CI.ST,Cell Impact AB (publ),Stockholm,Industrials,Metal Fabrication,Sweden,2.96766,0.0672,SEK,43.3,35.3,58.2,3.7,64.2,87.9,26.5,,-1.12,-0.43,7.407,0.26773,5.55506,-9.97024,-0.89286,-1.89075,,0.0,,,none,-0.80661,-0.39958,-0.40652,-7.5513,0.0,0.105,,,-0.98932,0.12171,3.057,0.53423,29,18.42158,0.0748,1.838,-0.74642,21.09619,0.83,58,Industrials sector default,False
1296,QCORE.ST,Qlucore AB (publ),Stockholm,Technology,Software - Application,Sweden,1.53205,0.394,SEK,43.3,21.8,83.1,4.9,3.1,76.0,27.0,,,-0.423,1.48,0.46572,1.63123,-2.15736,,-1.29692,,0.0,,,none,-0.77077,-0.406,-0.72718,-1.314,0.0,-0.47,,,0.14221,0.03856,1.6,0.9392,15,62.61335,0.70215,0.329,-0.28364,2.80891,0.83,92,Software economics — AI compounds both the product and dev productivity,False
1297,UPM.HE,UPM-Kymmene Oyj,Helsinki,Basic Materials,Paper & Paper Products,Finland,12365.74925,23.45,EUR,43.2,45.0,40.0,37.9,45.7,58.0,46.2,22.9902,11.94649,13.735,1.659,1.20392,1.29961,0.0435,0.08371,0.01216,0.064,0.7353,0.10149,15.0,buy,0.05178,0.02304,0.11256,0.0998,0.05654,-0.053,0.437,2.67189,-3070.00006,0.35405,1.951,9514.99981,14801,642.86196,0.02343,0.223,0.00171,21113.1137,1.0,46,Paper — process/energy optimisation in a commodity market,False
1298,FPAR-A.ST,FastPartner AB (publ),Stockholm,Real Estate,Real Estate - Diversified,Sweden,681.16438,39.6,SEK,43.1,45.4,38.8,63.3,33.2,10.7,50.0,31.1811,12.26006,16.738,11.288,0.51312,3.33695,0.03207,0.08157,0.05308,0.029,0.8858,0.16162,2.0,buy,0.02195,0.0259,0.70077,0.61814,0.14728,-0.034,0.102,11.62819,-1600.73735,1.1822,0.165,204.12788,80,2551.59853,0.77048,1.829,-0.23107,842.91134,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1299,SVIK.ST,Studsvik AB (publ),Stockholm,Industrials,Waste Management,Sweden,154.65354,204.5,SEK,43.1,37.1,54.2,42.2,19.9,50.0,36.3,55.27027,24.72793,22.783,1.936,4.23562,1.93301,0.01809,0.04044,0.03428,0.0077,0.4975,,,strong_buy,0.08401,0.02951,0.24047,0.05477,0.0374,-0.003,-0.489,1.049,-7.13328,0.3566,0.846,80.0066,540,148.16037,0.54872,0.424,0.01238,543.26153,1.0,52,Waste — route and sorting automation,False
1300,HILB-B.ST,Hilbert Group AB (publ),Stockholm,Financial Services,Asset Management,Sweden,52.16169,4.4,SEK,43.1,33.9,60.3,6.6,99.8,11.6,33.0,,,-3.465,0.149,18.96552,0.15284,-0.60455,,-0.23752,,0.0,,,none,-16.43277,-0.79996,-0.02681,-0.00987,-0.06022,79.174,,,-5.87409,3.254,0.774,341.27424,2,170637.11795,0.35519,0.926,-0.66917,139.43914,0.83,80,Asset management — research and back-office automation,False
1301,WELL,Welltower Inc.,USA,Real Estate,REIT - Healthcare Facilities,United States,150026.25675,243.25,USD,43.0,48.2,33.2,45.6,88.9,46.3,24.9,117.51208,72.39584,62.947,15.988,3.91417,14.59298,0.00851,0.01381,0.01514,0.0122,1.3961,-0.0029,22.0,buy,0.03665,0.00744,0.39871,0.18039,0.11962,0.383,1.579,5.11364,-13353.03735,0.44486,1.646,10280.71732,712,14439.20971,0.00062,0.763,0.51728,736194.94291,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1302,ESGR-B.ST,ES Group AB (publ),Stockholm,Industrials,Building Products & Equipment,Sweden,11.13335,18.65,SEK,43.0,39.5,49.5,23.9,18.2,82.0,50.8,,4.36768,-8.699,0.635,0.80288,0.63386,-0.19303,0.22895,0.02711,,0.0,0.52815,2.0,none,-0.14142,-0.04786,0.35404,-0.09463,-0.12011,-0.078,,,-0.01804,0.15541,2.85,17.56446,35,501.84169,0.0,0.533,-0.06045,12.71192,0.83,54,Building products — configure-to-order automation,False
1303,NILS.ST,Nilsson Special Vehicles AB (publ),Stockholm,Consumer Cyclical,Auto Manufacturers,Sweden,1.51438,3.56,SEK,43.0,37.8,52.7,43.8,5.2,17.2,62.9,8.47619,,22.436,0.203,2.45179,0.10697,0.11798,,0.07325,,0.0,,,none,0.33963,0.00909,0.23415,0.00127,0.01266,-0.345,,10.59461,-1.35496,2.19771,1.109,14.15752,28,505.62586,0.78976,0.45,0.61818,1.37653,0.92,60,Autos — autonomy optionality against capital intensity,False
1304,FANG,"Diamondback Energy, Inc.",USA,Energy,Oil & Gas E&P,United States,48060.49278,195.54,USD,42.9,42.1,44.5,45.7,22.8,45.5,49.0,199.53061,11.46557,7.38,5.18,1.50818,3.80441,0.00501,0.08722,0.0254,0.0225,4.1327,0.17093,28.0,strong_buy,0.00474,-0.00122,0.72246,0.0579,0.01964,0.042,-0.984,1.35225,-11990.65948,0.32594,0.561,12632.8285,1762,7169.5962,0.27006,0.407,0.39831,414367.61808,1.0,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
1305,XBRANE.ST,Xbrane Biopharma AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,19.79705,10.6,SEK,42.9,32.9,61.5,28.2,0.9,88.7,31.8,,530.00006,-3.585,2.755,0.38958,2.85684,-0.37547,0.00189,-1.12633,,0.0,0.41509,1.0,none,-0.20407,-0.05201,0.56807,-0.52097,1.38652,-0.814,,,0.89461,0.10338,3.032,6.92971,28,247.48952,0.41039,0.853,-0.68499,44.74797,0.83,60,"Biotech — discovery upside, binary science risk dominates",False
1306,SCA-B.ST,Svenska Cellulosa Aktiebolaget SCA (publ),Stockholm,Basic Materials,Paper & Paper Products,Sweden,6556.93378,103.0,SEK,42.7,40.5,46.8,44.4,14.7,50.8,48.0,26.0101,15.55891,21.388,3.746,0.72258,3.15007,0.03845,0.06427,0.05169,0.0291,0.7576,0.10749,14.0,buy,0.02715,0.00859,0.70081,0.01313,0.12127,-0.051,-0.525,3.39731,-1238.48995,0.15999,1.216,2081.52243,3500,594.72069,0.1002,0.362,-0.15815,16538.39146,1.0,46,Paper — process/energy optimisation in a commodity market,False
1307,MTRS.ST,Munters Group AB (publ),Stockholm,Industrials,Pollution & Treatment Controls,Sweden,2998.01846,181.2,SEK,42.7,36.6,54.1,47.5,23.7,23.4,39.1,65.41516,22.76382,23.286,2.521,6.40532,2.26893,0.01529,0.04393,0.04808,0.0097,0.6062,0.22792,8.0,buy,0.09186,0.03609,0.30464,0.07654,0.026,-0.036,,4.1185,-589.06221,1.52832,1.016,1321.33392,5153,256.42032,0.00136,0.714,0.3811,7107.92812,0.92,55,Environmental services — monitoring automation,False
1308,WTW-A.ST,Wall to Wall Group AB,Stockholm,Industrials,Engineering & Construction,Sweden,42.20165,34.9,SEK,42.7,28.3,69.4,36.4,20.0,34.8,21.1,,,37.478,0.933,0.62596,0.57695,-0.53037,,0.03018,0.0329,0.9901,,,none,-0.28344,-0.00376,0.73656,-0.00524,-0.3088,-0.065,,14.29353,-26.04056,0.43835,1.169,73.14559,408,179.27842,0.2628,0.029,-0.27292,37.14028,0.92,66,"Engineering — design, tendering and site planning automate",False
1309,VIVE.ST,Vivesto AB,Stockholm,Healthcare,Drug Manufacturers - Specialty & Generic,Sweden,8.35913,8.33,SEK,42.7,36.3,54.7,15.9,,92.1,32.1,,-83.29999,-1.938,,35.90517,,-0.42617,-0.012,-0.3117,,0.0,1.88115,1.0,none,-0.20644,-0.11674,0.0,0.0,0.0,,,,2.85358,,3.059,,4,,0.43601,0.917,-0.59187,39.67867,0.67,62,Pharma — AI aids discovery but cycles are long and regulated,False
1310,CLS-B.ST,Clinical Laserthermia Systems AB (publ),Stockholm,Healthcare,Medical Devices,Sweden,8.89845,3.15,SEK,42.6,30.9,64.2,22.9,1.4,83.4,33.7,,-6.3,-2.898,5.737,1.61456,6.88125,-0.35238,-0.15873,-0.22089,,0.0,1.69841,1.0,none,-0.53244,-0.26096,0.61716,-7.57445,-2.36574,-0.716,,,1.18148,,2.911,1.29315,,,0.13202,0.004,-0.22222,22.12551,0.75,66,Devices — embedded intelligence differentiates hardware,False
1311,BEO-SDB.ST,Beowulf Mining plc,Stockholm,Basic Materials,Other Industrial Metals & Mining,United Kingdom,5.92332,1.01,SEK,42.6,43.3,41.2,18.2,,94.3,47.1,,,-3.40144,,0.27025,,-0.36634,,,,0.0,,,none,-0.09989,-0.05095,0.0,0.0,0.0,,,,-0.13751,0.01113,4.07,,14,,,0.948,-0.30727,18.46688,0.67,44,Mining/metals — process optimisation at the margin,False
1312,IS.ST,Image Systems AB,Stockholm,Technology,Consumer Electronics,Sweden,5.15868,0.638,SEK,42.5,28.3,68.8,31.1,2.9,42.9,34.6,,3.19,-4.599,0.532,0.5187,0.35954,-0.53292,0.31348,-0.15528,,0.0,,,none,-0.23751,-0.07557,0.71952,-0.62791,-0.16361,-0.492,,,-1.45022,0.30841,0.724,14.34814,72,199.2797,0.80856,0.365,-0.65791,5.91397,0.83,66,Consumer electronics — on-device AI features,False
1313,NFO.ST,NFO Drives AB (publ),Stockholm,Technology,Scientific & Technical Instruments,Sweden,1.94267,7.0,SEK,42.5,31.8,62.5,15.6,2.5,92.1,40.0,,,-16.984,5.688,2.29659,1.25472,-0.18,,-0.14013,,0.0,,,none,-0.4867,-0.24827,0.29402,-0.32621,-0.35148,-0.605,,,0.29574,,3.328,1.54829,5,309.65788,0.5531,0.443,-0.52055,0.61607,0.75,68,Instruments — measurement + software attach,False
1314,CNP,"CenterPoint Energy, Inc.",USA,Utilities,Utilities - Regulated Electric,United States,24650.86026,43.13,USD,42.4,41.5,44.2,58.0,37.9,20.4,35.1,26.46012,20.69151,14.111,5.493,2.46429,2.9977,0.03779,0.04833,-0.17528,0.0223,0.546,0.07524,16.0,buy,0.09561,0.02843,0.4592,0.21983,0.11379,0.019,0.067,6.41075,-20522.33973,2.15591,1.165,8223.26442,8794,935.09943,0.00237,0.454,0.15259,227317.91585,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1315,KELAS.HE,Kesla Oyj,Helsinki,Industrials,Farm & Heavy Construction Machinery,Finland,14.09035,4.18,EUR,42.4,31.7,62.2,21.9,6.7,22.5,64.5,,10.19512,-6.359,0.718,1.88288,0.40951,-0.31579,0.09809,0.21261,,0.0,-0.16268,1.0,none,-0.45918,-0.11586,0.42118,-0.26092,-0.12962,-0.268,,,-10.613,1.43285,0.956,34.408,224,153.60714,0.31206,0.221,0.33974,65.9604,0.83,60,Heavy equipment — autonomy retrofit is slow but real,False
1316,LNT,Alliant Energy Corporation,USA,Utilities,Utilities - Regulated Electric,United States,16883.63181,74.82,USD,42.3,41.9,43.1,58.3,42.0,13.8,36.8,23.5283,20.30372,16.729,7.028,2.60361,4.37399,0.0425,0.04925,-0.06223,0.0286,0.647,0.06255,13.0,buy,0.11312,0.02617,0.45224,0.2103,0.18583,0.05,0.049,6.31735,-10244.1328,1.59526,0.688,3860.0066,2948,1309.36452,0.00154,0.54,0.15892,162168.9777,1.0,48,Utilities — grid optimisation inside a regulated envelope,False
1317,AGES-B.ST,AGES Industri AB (publ),Stockholm,Industrials,Metal Fabrication,Sweden,33.10986,50.5,SEK,42.3,35.6,54.8,35.9,19.1,33.1,47.5,17.41379,,9.267,0.703,1.14512,0.41463,0.05743,,-0.26209,0.0198,0.5172,,,none,0.05165,0.02763,0.13307,0.04622,0.01837,-0.021,-0.401,3.80083,-23.02228,0.84326,1.134,79.85469,319,250.32818,0.81367,0.297,-0.10142,2.33898,1.0,58,Industrials sector default,False
1318,EQR,Equity Residential,USA,Real Estate,REIT - Residential,United States,23292.79414,69.0,USD,42.2,44.5,38.0,63.0,22.5,20.1,49.8,27.6,44.06974,18.406,11.188,2.42659,8.56408,0.03623,0.02269,0.05313,0.0407,1.1118,0.04831,18.0,buy,0.08671,0.02706,0.62775,0.27398,0.30632,0.025,-0.646,4.54928,-7521.37055,0.7842,0.115,2719.82387,2400,1133.25995,0.00591,0.754,0.03016,180326.6003,1.0,38,REIT — financial asset; minimal AI operating leverage,False
1319,ATRLJ-B.ST,Atrium Ljungberg AB (publ),Stockholm,Real Estate,Real Estate - Development,Sweden,1517.34524,26.55,SEK,42.2,43.8,39.2,58.2,31.7,12.2,50.7,29.17582,2.58268,22.228,12.092,0.59719,4.47728,0.03427,0.38719,0.08414,0.0279,1.2088,0.12994,4.0,hold,0.02044,0.01972,0.5678,0.5775,0.15298,0.075,-0.554,13.99754,-2580.58026,1.02255,0.255,338.89886,329,1030.08773,0.58184,1.321,-0.20102,1648.77601,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
1320,GAPW-B.ST,Gapwaves AB (publ),Stockholm,Technology,Communication Equipment,Sweden,46.11008,14.0,SEK,42.2,29.0,66.7,7.5,9.8,78.2,42.2,,-9.21053,-13.543,6.117,4.33839,5.70643,-0.15571,-0.10857,-0.06532,,0.0,0.42857,1.0,none,-0.60591,-0.20671,-0.11868,-0.48693,-0.70112,-0.174,,,4.58497,0.21632,2.616,8.08037,40,202.00919,0.16906,1.383,0.05105,110.86769,0.83,74,"Network equipment — AI traffic drives demand, ops automate",False
1321,CCI,Crown Castle Inc.,USA,Real Estate,REIT - Specialty,United States,30189.74423,79.17,USD,42.0,44.3,37.6,77.9,22.2,5.4,39.4,33.40506,26.78426,23.582,15.281,,8.20173,0.02994,0.03734,0.03481,0.0537,1.7932,0.24742,19.0,buy,,0.04048,0.73819,0.47723,0.25136,-0.048,,10.92454,-26057.22872,,0.267,3680.89815,1500,2453.9321,0.00096,0.972,-0.25592,274499.25504,0.75,38,REIT — financial asset; minimal AI operating leverage,False
1322,FLERIE.ST,Flerie AB (publ),Stockholm,Healthcare,Biotechnology,Sweden,156.77079,19.95,SEK,42.0,32.0,60.6,12.5,0.8,95.9,43.5,,-48.65854,-35.375,-254.575,0.50964,-308.86057,-0.46917,-0.02055,-0.01589,,0.0,0.30326,1.0,strong_buy,-0.22176,-0.0067,0.0,-7.46154,0.0,-0.851,,,27.55423,0.0005,66.452,-0.50758,2,-253.78893,0.73544,-0.436,-0.48064,72.77106,0.83,60,"Biotech — discovery upside, binary science risk dominates",False
